Date,Value
02/16/17,1035.208125
02/17/17,1035.2
02/18/17,1056.637138
02/19/17,1052.779286
02/20/17,1050.87
02/21/17,1123.788429
02/22/17,1123.223188
02/23/17,1130.01
02/24/17,1174.86625
02/25/17,1150.605714
02/26/17,1150.37
02/27/17,1190.75195
02/28/17,1187.565286
03/01/17,1190.89
03/02/17,1259.410817
03/03/17,1285.14
03/04/17,1287
03/05/17,1270.9333
03/06/17,1275.197375
03/07/17,1279.5
03/08/17,1157.3933
03/09/17,1192.469143
03/10/17,1192.09
03/11/17,1179.159875
03/12/17,1227.494625
03/13/17,1227.68
03/14/17,1245.370786
03/15/17,1257.399625
03/16/17,1257
03/17/17,1091.171888
03/18/17,952.2323625
03/19/17,967.69
03/20/17,1049.084488
03/21/17,1118.630043
03/22/17,1113
03/23/17,1038.789
03/24/17,941.9197143
03/25/17,927.93
03/26/17,956.7863125
03/27/17,1037.22925
03/28/17,1041.04
03/29/17,1040.5755
03/30/17,1037.90455
03/31/17,1034.74
04/01/17,1086.929571
04/02/17,1099.169125
04/03/17,1079.99
04/04/17,1141.600363
04/05/17,1133.079314
04/06/17,1133.53
04/07/17,1190.45425
04/08/17,1181.149838
04/09/17,1184.03
04/10/17,1207.744875
04/11/17,1226.617038
04/12/17,1219.09
04/13/17,1180.023713
04/14/17,1185.260057
04/15/17,1170.36
04/16/17,1186.927413
04/17/17,1205.634875
04/18/17,1176.97
04/19/17,1217.930088
04/20/17,1241.686325
04/21/17,1236.63
04/22/17,1261.311225
04/23/17,1257.988113
04/24/17,1240.84
04/25/17,1279.414688
04/26/17,1309.109875
04/27/17,1288.02
04/28/17,1331.294429
04/29/17,1334.979038
04/30/17,1333
05/01/17,1417.172813
05/02/17,1452.076288
05/03/17,1447.55
05/04/17,1508.292125
05/05/17,1533.335071
05/06/17,1518.75
05/07/17,1535.868429
05/08/17,1640.619225
05/09/17,1651.1
05/10/17,1762.88625
05/11/17,1820.990563
05/12/17,1829
05/13/17,1771.920013
05/14/17,1776.3165
05/15/17,1780
05/16/17,1739.031975
05/17/17,1807.485063
05/18/17,1783.98
05/19/17,1961.520488
05/20/17,2052.909788
05/21/17,2008.84
05/22/17,2090.662313
05/23/17,2287.710288
05/24/17,2256.32
05/25/17,2387.206286
05/26/17,2211.976857
05/27/17,2279.82
05/28/17,2192.9808
05/29/17,2275.9307
05/30/17,2290.02
05/31/17,2285.933914
06/01/17,2399.242671
06/02/17,2409.93
06/03/17,2525.765158
06/04/17,2516.173143
06/05/17,2529.53
06/06/17,2883.313697
06/07/17,2664.920863
06/08/17,2683.03
06/09/17,2827.4913
06/10/17,2845.372857
06/11/17,2898.63
06/12/17,2657.675063
06/13/17,2748.185086
06/14/17,2706
06/15/17,2442.48025
06/16/17,2464.959814
06/17/17,2477.94
06/18/17,2507.389252
06/19/17,2617.210263
06/20/17,2600
06/21/17,2671.04325
06/22/17,2727.288013
06/23/17,2713.48
06/24/17,2589.164888
06/25/17,2512.366286
06/26/17,2502.03
06/27/17,2517.903114
06/28/17,2585.349186
06/29/17,2558.3
06/30/17,2477.641375
07/01/17,2501.191343
07/02/17,2421.26
07/03/17,2561.225429
07/04/17,2599.729838
07/05/17,2598.89
07/06/17,2609.96775
07/07/17,2491.201214
07/08/17,2502.86
07/09/17,2536.238938
07/10/17,2366.170143
07/11/17,2327.09
07/12/17,2385.748571
07/13/17,2354.783417
07/14/17,2338.49
07/15/17,2058.9956
07/16/17,1931.2143
07/17/17,1910.96
07/18/17,2320.12225
07/19/17,2264.7657
07/20/17,2265.21
07/21/17,2682.195363
07/22/17,2807.609857
07/23/17,2825.51
07/24/17,2751.821029
07/25/17,2560.997917
07/26/17,2564.3
07/27/17,2647.625
07/28/17,2781.636583
07/29/17,2784.8
07/30/17,2745.955417
07/31/17,2866.431667
08/01/17,2862.9
08/02/17,2693.633983
08/03/17,2794.117717
08/04/17,2790
08/05/17,3218.115017
08/06/17,3252.562533
08/07/17,3210.2
08/08/17,3457.374333
08/09/17,3357.326317
08/10/17,3340.28
08/11/17,3632.506667
08/12/17,3852.802914
08/13/17,3868.52
08/14/17,4282.992
08/15/17,4217.028329
08/16/17,4179.97
08/17/17,4328.725717
08/18/17,4130.440067
08/19/17,4104.71
08/20/17,4157.958033
08/21/17,4043.722
08/22/17,3986.28
08/23/17,4174.95
08/24/17,4340.316717
08/25/17,4331.77
08/26/17,4360.513317
08/27/17,4354.308333
08/28/17,4339.05
08/29/17,4607.98545
08/30/17,4594.98785
08/31/17,4582.52
09/01/17,4911.740017
09/02/17,4580.38748
09/03/17,4585.57
09/04/17,4344.098317
09/05/17,4488.72014
09/06/17,4385.02
09/07/17,4654.6585
09/08/17,4310.750183
09/09/17,4312.26
09/10/17,4329.955
09/11/17,4248.090017
09/12/17,4198.59
09/13/17,3961.271267
09/14/17,3319.63
09/15/17,3216.43
09/16/17,3763.62604
09/17/17,3746.060783
09/18/17,3678.53
09/19/17,3943.413333
09/20/17,3977.561667
09/21/17,3894.48
09/22/17,3637.50255
09/23/17,3776.3869
09/24/17,3777.62
09/25/17,3942.555
09/26/17,3910.307383
09/27/17,3881
09/28/17,4201.98905
09/29/17,4193.574667
09/30/17,4164.27
10/01/17,4360.722967
10/02/17,4386.88375
10/03/17,4394.07
10/04/17,4225.175
10/05/17,4338.852
10/06/17,4318.58
10/07/17,4376.191667
10/08/17,4602.280883
10/09/17,4605.66
10/10/17,4782.28
10/11/17,4819.485767
10/12/17,4822.17
10/13/17,5563.806567
10/14/17,5739.438733
10/15/17,5825.99
10/16/17,5711.205867
10/17/17,5603.71294
10/18/17,5594.66
10/19/17,5727.6335
10/20/17,5979.45984
10/21/17,5986.44
10/22/17,5983.18455
10/23/17,5876.079867
10/24/17,5900.59
10/25/17,5669.622533
10/26/17,5893.138417
10/27/17,5889.82
10/28/17,5776.69695
10/29/17,6155.43402
10/30/17,6136.49
10/31/17,6388.645167
11/01/17,6665.306683
11/02/17,6751.98
11/03/17,7197.72006
11/04/17,7437.543317
11/05/17,7365.99
11/06/17,6989.071667
11/07/17,7092.127233
11/08/17,7128.64
11/09/17,7158.03706
11/10/17,6719.39785
11/11/17,6569.22
11/12/17,5716.301583
11/13/17,6550.227533
11/14/17,6493.63
11/15/17,7301.42992
11/16/17,7815.0307
11/17/17,7868.77
11/18/17,7817.140383
11/19/17,8007.654067
11/20/17,8049.72
11/21/17,8059.8
11/22/17,8268.035
11/23/17,8236.72
11/24/17,8250.978333
11/25/17,8707.407267
11/26/17,8768.8
11/27/17,9718.29505
11/28/17,9952.50882
11/29/17,9919
11/30/17,10147.372
12/01/17,10883.912
12/02/17,10879.88
12/03/17,11332.622
12/04/17,11584.83
12/05/17,11591.22
12/06/17,13540.98
12/07/17,16501.97167
12/08/17,16860.88
12/09/17,15142.83415
12/10/17,14869.805
12/11/17,15068.95
12/12/17,17276.39333
12/13/17,16808.36667
12/14/17,16252.31
12/15/17,17771.9
12/16/17,19498.68333
12/17/17,19279.9
12/18/17,18961.85667
12/19/17,17737.11167
12/20/17,17382.94
12/21/17,16047.51
12/22/17,15190.945
12/23/17,13776.61
12/24/17,13949.175
12/25/17,14119.02833
12/26/17,13740.94
12/27/17,15589.32167
12/28/17,14380.58167
12/29/17,14214.01
12/30/17,13215.574
12/31/17,14165.575
01/01/18,13796
01/02/18,15005.85667
01/03/18,15053.26167
01/04/18,15039.24
01/05/18,17174.12
01/06/18,17319.198
01/07/18,17155.95
01/08/18,15265.90667
01/09/18,14714.25333
01/10/18,14437.42
01/11/18,13296.794
01/12/18,13912.882
01/13/18,13791.19
01/14/18,13852.92
01/15/18,14012.196
01/16/18,13554.14
01/17/18,11116.94667
01/18/18,11345.42333
01/19/18,11174.82
01/20/18,12950.79333
01/21/18,11505.228
01/22/18,11513.42
01/23/18,11223.064
01/24/18,11282.25833
01/25/18,11392.03
01/26/18,10969.815
01/27/18,11524.77667
01/28/18,11431.37
01/29/18,11212.655
01/30/18,10184.06167
01/31/18,10082.52
02/01/18,9083.258333
02/02/18,8901.901667
02/03/18,8852.73
02/04/18,8400.648333
02/05/18,6838.816667
02/06/18,6925.46
02/07/18,8099.958333
02/08/18,8240.536667
02/09/18,8245.08
02/10/18,8319.876566
02/11/18,8343.455
02/12/18,8068.02
02/13/18,8597.7675
02/14/18,9334.633333
02/15/18,9471.64
02/16/18,10127.16167
02/17/18,10841.99167
02/18/18,11085.83
02/19/18,11110.965
02/20/18,11390.39167
02/21/18,11245.98
02/22/18,9931.071667
02/23/18,10162.11667
02/24/18,10171.3
02/25/18,9696.593333
02/26/18,10348.60333
02/27/18,10319.46
02/28/18,10370.165
03/01/18,11009.38167
03/02/18,10931.12
03/03/18,11326.94833
03/04/18,11430.18167
03/05/18,11516.83
03/06/18,10763.19833
03/07/18,10118.058
03/08/18,9920.46
03/09/18,9089.278333
03/10/18,8746.002
03/11/18,8777.37
03/12/18,9182.843333
03/13/18,9154.7
03/14/18,9153.54
03/15/18,8358.121667
03/16/18,8530.402
03/17/18,8297.89
03/18/18,8171.415
03/19/18,8412.033333
03/20/18,8605.64
03/21/18,8947.753333
03/22/18,8690.408333
03/23/18,8725.37
03/24/18,8662.378333
03/25/18,8617.296667
03/26/18,8457.96
03/27/18,7876.195
03/28/18,7960.38
03/29/18,7950.61
03/30/18,6882.531667
03/31/18,6935.48
04/01/18,6937.56
04/02/18,7035.848333
04/03/18,7410.435
04/04/18,7426.48
04/05/18,6826.51
04/06/18,6603.876667
04/07/18,6634.68
04/08/18,7017.656667
04/09/18,6699.273333
04/10/18,6784.41
04/11/18,6926.266667
04/12/18,7847.845
04/13/18,7941.46
04/14/18,8036.511051
04/15/18,8340.748333
04/16/18,8368.1
04/17/18,7895.416926
04/18/18,8164.937426
04/19/18,8175.96
04/20/18,8852.718333
04/21/18,8807.205
04/22/18,8930.6
04/23/18,8933.861667
04/24/18,9555.542
04/25/18,9658.11
04/26/18,9258.398333
04/27/18,9010.32
04/28/18,8928.55
04/29/18,9334.281667
04/30/18,9259.57
05/01/18,9239.55
05/02/18,9221.426
05/03/18,9639.268333
05/04/18,9753.35
05/05/18,9803.306667
05/06/18,9630.136277
05/07/18,9631.44
05/08/18,9228.608333
05/09/18,9322.041667
05/10/18,9310.37
05/11/18,8468.788
05/12/18,8484.346667
05/13/18,8463.52
05/14/18,8652.038333
05/15/18,8511.458
05/16/18,8471.06
05/17/18,8106.118333
05/18/18,8240.055
05/19/18,8239.08
05/20/18,8507.406667
05/21/18,8385.556187
05/22/18,8396.63
05/23/18,7555.74
05/24/18,7566.193333
05/25/18,7576.78
05/26/18,7342.908333
05/27/18,7361.831667
05/28/18,7344.56
05/29/18,7459.876667
05/30/18,7385.395
05/31/18,7386.72
06/01/18,7535.146667
06/02/18,7645.146667
06/03/18,7637.14
06/04/18,7500.273333
06/05/18,7615.722142
06/06/18,7619.43
06/07/18,7676.271667
06/08/18,7620.153333
06/09/18,7615.54
06/10/18,6776.888333
06/11/18,6875.678333
06/12/18,6879.31
06/13/18,6315.7
06/14/18,6647.013333
06/15/18,6637.41
06/16/18,6509.426667
06/17/18,6464.411667
06/18/18,6445.79
06/19/18,6737
06/20/18,6714.718333
06/21/18,6760.83
06/22/18,6332.573333
06/23/18,6141.605833
06/24/18,6170.46
06/25/18,6211.4475
06/26/18,6218.595
06/27/18,6097.46
06/28/18,6107.896154
06/29/18,5908.7025
06/30/18,6223.28
07/01/18,6374.754167
07/02/18,6466.069167
07/03/18,6626.44
07/04/18,6593.289167
07/05/18,6603.376667
07/06/18,6555.51
07/07/18,6594.281667
07/08/18,6753.559167
07/09/18,6724.04
07/10/18,6510.791667
07/11/18,6377.363333
07/12/18,6403.18
07/13/18,6244.3575
07/14/18,6241
07/15/18,6248.84
07/16/18,6514.390833
07/17/18,6869.910833
07/18/18,7321.62
07/19/18,7396.401667
07/20/18,7428.045
07/21/18,7334.99
07/22/18,7451.289167
07/23/18,7689.884167
07/24/18,7715.1
07/25/18,8251.165
07/26/18,8187.324167
07/27/18,7939.81
07/28/18,8182.251667
07/29/18,8206.341667
07/30/18,8220.91
07/31/18,7916.800833
08/01/18,7570.869167
08/02/18,7607.7
08/03/18,7394.499167
08/04/18,7247.769167
08/05/18,7011.28
08/06/18,6988.079167
08/07/18,6993.513333
08/08/18,6718.23
08/09/18,6396.7725
08/10/18,6396.494667
08/11/18,6138.96
08/12/18,6311.131667
08/13/18,6347.07
08/14/18,6252.13
08/15/18,6362.676923
08/16/18,6342.629231
08/17/18,6312.75
08/18/18,6436.720833
08/19/18,6404.063333
08/20/18,6486.58
08/21/18,6401.246154
08/22/18,6575.229167
08/23/18,6354.57
08/24/18,6543.645714
08/25/18,6719.429231
08/26/18,6738.27
08/27/18,6719.266154
08/28/18,7000.04
08/29/18,7078.19
08/30/18,6932.6625
08/31/18,6981.946154
09/01/18,7018.78
09/02/18,7247.935385
09/03/18,7260.949231
09/04/18,7265.08
09/05/18,7113.069231
09/06/18,6433.271667
09/07/18,6501.19
09/08/18,6366.1075
09/09/18,6286.425833
09/10/18,6240.98
09/11/18,6296.320833
09/12/18,6273.1375
09/13/18,6326.04
09/14/18,6499.0625
09/15/18,6518.655
09/16/18,6522.39
09/17/18,6400.600833
09/18/18,6296.631667
09/19/18,6342.39
09/20/18,6418.562667
09/21/18,6669.990833
09/22/18,6756.12
09/23/18,6710.445
09/24/18,6639.304167
09/25/18,6583.45
09/26/18,6468.631667
09/27/18,6535.476667
09/28/18,6686.08
09/29/18,6550.474167
09/30/18,6593.135
10/01/18,6611.02
10/02/18,6562.641667
10/03/18,6470.4025
10/04/18,6483.73
10/05/18,6568.549167
10/06/18,6581.486667
10/07/18,6573.62
10/08/18,6618.567692
10/09/18,6621.711667
10/10/18,6626.85
10/11/18,6248.635833
10/12/18,6260.530833
10/13/18,6247
10/14/18,6299.399167
10/15/18,6452.571667
10/16/18,6599.17
10/17/18,6596.276154
10/18/18,6568.040769
10/19/18,6509.61
10/20/18,6488.825833
10/21/18,6531.601667
10/22/18,6504.78
10/23/18,6481.426
10/24/18,6508.31
10/25/18,6489.77
10/26/18,6473.753333
10/27/18,6465.9175
10/28/18,6457.21
10/29/18,6382.668333
10/30/18,6309.452857
10/31/18,6301.61
11/01/18,6342.280833
11/02/18,6387.674167
11/03/18,6390.42
11/04/18,6391.873333
11/05/18,6436.965
11/06/18,6437.76
11/07/18,6538.79
11/08/18,6486.251667
11/09/18,6444.97
11/10/18,6399.033333
11/11/18,6378.268333
11/12/18,6408.53
11/13/18,6372.063333
11/14/18,6176.155
11/15/18,5756.77
11/16/18,5596.1925
11/17/18,5558.243333
11/18/18,5572.44
11/19/18,5303.9425
11/20/18,4671.97
11/21/18,4491.98
11/22/18,4548.7975
11/23/18,4309.3375
11/24/18,4352.98
11/25/18,3823.511667
11/26/18,3920.536667
11/27/18,3793.35
11/28/18,4103.453846
11/29/18,4263.783333
11/30/18,4278.77
12/01/18,4116.7775
12/02/18,4167.546667
12/03/18,4140.6
12/04/18,3961.493333
12/05/18,3858.349167
12/06/18,3744.98
12/07/18,3405.643333
12/08/18,3435.34
12/09/18,3453.66
12/10/18,3523.96
12/11/18,3426.19
12/12/18,3407.28
12/13/18,3406.7625
12/14/18,3278.374167
12/15/18,3242.42
12/16/18,3271.238333
12/17/18,3392.405
12/18/18,3556.54
12/19/18,3808.0425
12/20/18,3982.850833
12/21/18,4135.19
12/22/18,3910.973333
12/23/18,4027.478333
12/24/18,3995.17
12/25/18,3813.88
12/26/18,3825.379167
12/27/18,3848.21
12/28/18,3743.905
12/29/18,3912.285833
12/30/18,3770.36
12/31/18,3791.545833
01/01/19,3752.271667
01/02/19,3855.88
01/03/19,3865.7975
01/04/19,3822.626667
01/05/19,3856.62
01/06/19,3920.456667
01/07/19,4036.093333
01/08/19,4032.25
01/09/19,4034.138333
01/10/19,3812.585833
01/11/19,3646.25
01/12/19,3646.345833
01/13/19,3599.841667
01/14/19,3531.96
01/15/19,3656.785
01/16/19,3621.270833
01/17/19,3621.43
01/18/19,3632.395
01/19/19,3690.523333
01/20/19,3703.98
01/21/19,3548.4275
01/22/19,3540.02
01/23/19,3587.35
01/24/19,3566.4
01/25/19,3586.25
01/26/19,3577.79
01/27/19,3576.3
01/28/19,3554.5
01/29/19,3448.58
01/30/19,3421.6
01/31/19,3470
02/01/19,3444.81
02/02/19,3475.33
02/03/19,3506.22
02/04/19,3456.02
02/05/19,3452.35
02/06/19,3467.34
02/07/19,3405.7
02/08/19,3394.76
02/09/19,3661.08
02/10/19,3664.38
02/11/19,3686.29
02/12/19,3629.47
02/13/19,3632.42
02/14/19,3614.5
02/15/19,3600.31
02/16/19,3608.2
02/17/19,3619.55
02/18/19,3670.74
02/19/19,3910.8
02/20/19,3926.53
02/21/19,3987.18
02/22/19,3944.88
02/23/19,3983.48
02/24/19,4139.6
02/25/19,3766.89
02/26/19,3848.33
02/27/19,3831.45
02/28/19,3833.23
03/01/19,3850.08
03/02/19,3834.62
03/03/19,3831.44
03/04/19,3814.58
03/05/19,3730.98
03/06/19,3872.25
03/07/19,3876.85
03/08/19,3886.82
03/09/19,3875.96
03/10/19,3950.56
03/11/19,3928.17
03/12/19,3881.09
03/13/19,3892.51
03/14/19,3877.77
03/15/19,3885.21
03/16/19,3936.5
03/17/19,4015.95
03/18/19,3994.92
03/19/19,3998.77
03/20/19,4029.11
03/21/19,4056.4
03/22/19,3992.34
03/23/19,3999.06
03/24/19,4011.92
03/25/19,3994.11
03/26/19,3935.89
03/27/19,3947.74
03/28/19,4048.51
03/29/19,4037.37
03/30/19,4115.55
03/31/19,4114.44
04/01/19,4114.16
04/02/19,4152.53
04/03/19,4882.88
04/04/19,4959.81
04/05/19,4911.24
04/06/19,5028.77
04/07/19,5053.52
04/08/19,5189.39
04/09/19,5268.71
04/10/19,5175.81
04/11/19,5310.18
04/12/19,5035.02
04/13/19,5072.85
04/14/19,5064.62
04/15/19,5152.51
04/16/19,5036.18
04/17/19,5196.65
04/18/19,5220.37
04/19/19,5276.31
04/20/19,5277.04
04/21/19,5309.28
04/22/19,5281.83
04/23/19,5377.19
04/24/19,5518.16
04/25/19,5434.19
04/26/19,5195.61
04/27/19,5292.83
04/28/19,5280.19
04/29/19,5301.29
04/30/19,5260.65
05/01/19,5269.79
05/02/19,5326.67
05/03/19,5390.16
05/04/19,5657.14
05/05/19,5771.08
05/06/19,5717.66
05/07/19,5684.47
05/08/19,5755.72
05/09/19,5936.72
05/10/19,6146.91
05/11/19,6348.02
05/12/19,7248.31
05/13/19,6978.63
05/14/19,7823.11
05/15/19,7992.69
05/16/19,8206.9
05/17/19,7885.96
05/18/19,7362.22
05/19/19,7265.05
05/20/19,8193.7
05/21/19,8007.03
05/22/19,7952.5
05/23/19,7625.93
05/24/19,7880.29
05/25/19,8003.26
05/26/19,8071.45
05/27/19,8744.42
05/28/19,8770.06
05/29/19,8719.88
05/30/19,8662.98
05/31/19,8272.46
06/01/19,8553.81
06/02/19,8554.8
06/03/19,8739.03
06/04/19,8134.92
06/05/19,7675.8
06/06/19,7786.04
06/07/19,7803.23
06/08/19,7998.29
06/09/19,7931.34
06/10/19,7640.61
06/11/19,8020.38
06/12/19,7917.58
06/13/19,8173.06
06/14/19,8237.88
06/15/19,8693.6
06/16/19,8859.47
06/17/19,8978.99
06/18/19,9327.48
06/19/19,9076.18
06/20/19,9281.7
06/21/19,9531.35
06/22/19,10209.38
06/23/19,10668.63
06/24/19,10814.48
06/25/19,11017.5
06/26/19,11766.4
06/27/19,12932.55
06/28/19,11132.85
06/29/19,12374.35
06/30/19,11890.38
07/01/19,10737.73
07/02/19,10578.72
07/03/19,10805.4
07/04/19,11984.76
07/05/19,11160.49
07/06/19,10955.16
07/07/19,11232.04
07/08/19,11477.01
07/09/19,12313.08
07/10/19,12586.78
07/11/19,12099.9
07/12/19,11352.87
07/13/19,11803.97
07/14/19,11389.1
07/15/19,10186.96
07/16/19,10873.5
07/17/19,9397.72
07/18/19,9674.28
07/19/19,10638.56
07/20/19,10535.75
07/21/19,10764.9
07/22/19,10587.41
07/23/19,10323.62
07/24/19,9844.3
07/25/19,9772.17
07/26/19,9875.17
07/27/19,9848.65
07/28/19,9473.99
07/29/19,9530
07/30/19,9501.33
07/31/19,9589.13
08/01/19,10084.7
08/02/19,10407.17
08/03/19,10529.55
08/04/19,10814.57
08/05/19,10980.23
08/06/19,11787.99
08/07/19,11465.67
08/08/19,11960.82
08/09/19,11996.41
08/10/19,11856.64
08/11/19,11282.22
08/12/19,11566.84
08/13/19,11386.26
08/14/19,10858.12
08/15/19,10016.96
08/16/19,10302.17
08/17/19,10359.44
08/18/19,10214.52
08/19/19,10317.6
08/20/19,10917.26
08/21/19,10760.56
08/22/19,10129.4
08/23/19,10111.98
08/24/19,10405.81
08/25/19,10143.8
08/26/19,10135.06
08/27/19,10360.28
08/28/19,10171.95
08/29/19,9717.82
08/30/19,9484.55
08/31/19,9577.99
09/01/19,9600.9
09/02/19,9769.79
09/03/19,10386.64
09/04/19,10621.29
09/05/19,10584.16
09/06/19,10577.8
09/07/19,10317.47
09/08/19,10487.21
09/09/19,10406.31
09/10/19,10313.66
09/11/19,10101.03
09/12/19,10159.32
09/13/19,10420.16
09/14/19,10363.9
09/15/19,10361.33
09/16/19,10310.43
09/17/19,10265.63
09/18/19,10190.36
09/19/19,10157.59
09/20/19,10275.88
09/21/19,10173.11
09/22/19,9979.49
09/23/19,10033.05
09/24/19,9683.38
09/25/19,8553.61
09/26/19,8432.23
09/27/19,8055.64
09/28/19,8193.9
09/29/19,8225
09/30/19,8056.74
10/01/19,8307.74
10/02/19,8322.92
10/03/19,8382.03
10/04/19,8236.17
10/05/19,8155.48
10/06/19,8147.69
10/07/19,7869.74
10/08/19,8212.02
10/09/19,8190
10/10/19,8587.92
10/11/19,8586.9
10/12/19,8269.73
10/13/19,8308.01
10/14/19,8283.76
10/15/19,8353.54
10/16/19,8162.16
10/17/19,8002.51
10/18/19,8076.78
10/19/19,7954.15
10/20/19,7960.04
10/21/19,8231.06
10/22/19,8222.52
10/23/19,8026.76
10/24/19,7469.56
10/25/19,7431.88
10/26/19,8666.79
10/27/19,9259.8
10/28/19,9551.54
10/29/19,9218.76
10/30/19,9433.35
10/31/19,9164.62
11/01/19,9147.98
11/02/19,9252.99
11/03/19,9301.18
11/04/19,9206.16
11/05/19,9418.05
11/06/19,9310.19
11/07/19,9343.34
11/08/19,9204.24
11/09/19,8766.04
11/10/19,8809.41
11/11/19,9037.12
11/12/19,8717.81
11/13/19,8801.52
11/14/19,8762.42
11/15/19,8632.32
11/16/19,8457.69
11/17/19,8482.7
11/18/19,8503.93
11/19/19,8175.99
11/20/19,8120.8
11/21/19,8081.81
11/22/19,7617.07
11/23/19,7286.35
11/24/19,7324.03
11/25/19,6907.4
11/26/19,7130.25
11/27/19,7163.63
11/28/19,7523.83
11/29/19,7431
11/30/19,7757.47
12/01/19,7557.72
12/02/19,7402.69
12/03/19,7309.59
12/04/19,7296.77
12/05/19,7192.85
12/06/19,7395.97
12/07/19,7547.19
12/08/19,7504.83
12/09/19,7522.39
12/10/19,7337.42
12/11/19,7220.76
12/12/19,7202.31
12/13/19,7189.16
12/14/19,7251.87
12/15/19,7067.74
12/16/19,7111.14
12/17/19,6879.54
12/18/19,6612.12
12/19/19,7284.29
12/20/19,7150.86
12/21/19,7190.17
12/22/19,7143.2
12/23/19,7514.41
12/24/19,7322.08
12/25/19,7250.69
12/26/19,7192.72
12/27/19,7194.4
12/28/19,7243.93
12/29/19,7301.07
12/30/19,7385.36
12/31/19,7219.6
01/01/20,7168.31
01/02/20,7175.68
01/03/20,6944.33
01/04/20,7326.35
01/05/20,7347.89
01/06/20,7351.57
01/07/20,7759.24
01/08/20,8165.47
01/09/20,8042.65
01/10/20,7817.92
01/11/20,8184.66
01/12/20,8021.49
01/13/20,8173.97
01/14/20,8105.24
01/15/20,8842.42
01/16/20,8813.89
01/17/20,8722.03
01/18/20,8900.34
01/19/20,8910.85
01/20/20,8703.36
01/21/20,8626.47
01/22/20,8722.26
01/23/20,8658.94
01/24/20,8388.11
01/25/20,8428.17
01/26/20,8327.36
01/27/20,8588.42
01/28/20,8895.78
01/29/20,9385.69
01/30/20,9279.81
01/31/20,9502.37
02/01/20,9333.77
02/02/20,9378.09
02/03/20,9314.56
02/04/20,9162.14
02/05/20,9162.14
02/06/20,9614.9
02/07/20,9755.66
02/08/20,9807.54
02/09/20,9907.12
02/10/20,10162.41
02/11/20,9854.79
02/12/20,10275.38
02/13/20,10354.3
02/14/20,10242.43
02/15/20,10368.53
