Date,Value
10/12/17,1290.25
10/13/17,1299.6
10/16/17,1303.3
10/17/17,1284.75
10/18/17,1280.2
10/19/17,1286.4
10/20/17,1281.2
10/23/17,1274.9
10/24/17,1276.45
10/25/17,1275
10/26/17,1273.75
10/27/17,1266.45
10/30/17,1272
10/31/17,1270.15
11/01/17,1277.05
11/02/17,1279.2
11/03/17,1267.2
11/06/17,1270.9
11/07/17,1275.6
11/08/17,1284
11/09/17,1284.8
11/10/17,1284.3
11/13/17,1277.95
11/14/17,1274.6
11/15/17,1282.2
11/16/17,1280
11/17/17,1284.35
11/20/17,1286.2
11/21/17,1283.3
11/22/17,1286.95
11/23/17,1290.35
11/24/17,1290.5
11/27/17,1294.9
11/28/17,1291.85
11/29/17,1283.85
11/30/17,1280.2
12/01/17,1275.5
12/04/17,1273.45
12/05/17,1266.3
12/06/17,1263.7
12/07/17,1255
12/08/17,1250.65
12/11/17,1247.15
12/12/17,1240.9
12/13/17,1242.65
12/14/17,1251
12/15/17,1254.6
12/18/17,1260.6
12/19/17,1260.35
12/20/17,1264.55
12/21/17,1264.55
12/22/17,NaN
12/27/17,1279.4
12/28/17,1291
12/29/17,NaN
01/02/18,1312.05
01/03/18,1314.9
01/04/18,1314.5
01/05/18,1317.15
01/08/18,1319.95
01/09/18,1311
01/10/18,1319.75
01/11/18,1323.05
01/12/18,1326.8
01/15/18,1339.25
01/16/18,1333.85
01/17/18,1335.65
01/18/18,1332.2
01/19/18,1334.95
01/22/18,1332.6
01/23/18,1333.4
01/24/18,1353.7
01/25/18,1354.95
01/26/18,1353.15
01/29/18,1343.85
01/30/18,1344.9
01/31/18,1345.05
02/01/18,1341.35
02/02/18,1331.15
02/05/18,1333.6
02/06/18,1331.4
02/07/18,1324.65
02/08/18,1315.45
02/09/18,1314.1
02/12/18,1322.3
02/13/18,1325.35
02/14/18,1336.25
02/15/18,1352.45
02/16/18,1352.1
02/19/18,1346.6
02/20/18,1339.85
02/21/18,1330.5
02/22/18,1328.35
02/23/18,1327.95
02/26/18,1333.5
02/27/18,1325.75
02/28/18,1317.85
03/01/18,1307.75
03/02/18,1322.3
03/05/18,1320.4
03/06/18,1331.4
03/07/18,1329.4
03/08/18,1321
03/09/18,1320.6
03/12/18,1319.15
03/13/18,1322.75
03/14/18,1323.55
03/15/18,1318.75
03/16/18,1310.1
03/19/18,1312.4
03/20/18,1311
03/21/18,1321.35
03/22/18,1329.15
03/23/18,1346.6
03/26/18,1352.4
03/27/18,1341.45
03/28/18,1332.45
03/29/18,1323.85
04/03/18,1333.45
04/04/18,1337.3
04/05/18,1327.7
04/06/18,1331.2
04/09/18,1331.95
04/10/18,1338.95
04/11/18,1350.75
04/12/18,1341.35
04/13/18,1343.7
04/16/18,1349.35
04/17/18,1342.1
04/18/18,1351.45
04/19/18,1348.6
04/20/18,1336.75
04/23/18,1324.3
04/24/18,1328.85
04/25/18,1321.65
04/26/18,1320.7
04/27/18,1321.5
04/30/18,1313.2
05/01/18,1307.1
05/02/18,1304.2
05/03/18,1315.05
05/04/18,1309.4
05/08/18,1306.6
05/09/18,1313.85
05/10/18,1318.8
05/11/18,1324.35
05/14/18,1319.85
05/15/18,1295
05/16/18,1291.25
05/17/18,1289.5
05/18/18,1288.3
05/21/18,1288.35
05/22/18,1293.05
05/23/18,1289
05/24/18,1304.85
05/25/18,1303.5
05/29/18,1295.5
05/30/18,1300.7
05/31/18,1305.35
06/01/18,1294.6
06/04/18,1295.45
06/05/18,1292.05
06/06/18,1300.1
06/07/18,1297.25
06/08/18,1298.25
06/11/18,1299.6
06/12/18,1298.65
06/13/18,1296.15
06/14/18,1302.75
06/15/18,1285.25
06/18/18,1281.55
06/19/18,1276.15
06/20/18,1274.2
06/21/18,1266.15
06/22/18,1269.15
06/25/18,1268.7
06/26/18,1260.3
06/27/18,1254.6
06/28/18,1251.55
06/29/18,1250.45
07/02/18,1247.8
07/03/18,1251.75
07/04/18,1255.65
07/05/18,1255.5
07/06/18,1255.35
07/09/18,1262.05
07/10/18,1254
07/11/18,1251.4
07/12/18,1245.9
07/13/18,1241.7
07/16/18,1241.1
07/17/18,1232.8
07/18/18,1224.5
07/19/18,1217.55
07/20/18,1228.75
07/23/18,1224.95
07/24/18,1228.35
07/25/18,1231.5
07/26/18,1228.25
07/27/18,1223.95
07/30/18,1223.8
07/31/18,1220.95
08/01/18,1219
08/02/18,1215.45
08/03/18,1216.3
08/06/18,1209.65
08/07/18,1212.35
08/08/18,1209.55
08/09/18,1214.35
08/10/18,1214.4
08/13/18,1200.35
08/14/18,1197
08/15/18,1182
08/16/18,1180.4
08/17/18,1178.4
08/20/18,1184.35
08/21/18,1190.95
08/22/18,1196.65
08/23/18,1192.35
08/24/18,1197.7
08/28/18,1212.25
08/29/18,1204.2
08/30/18,1197.3
08/31/18,1202.45
09/03/18,1200.05
09/04/18,1190.85
09/05/18,1196.7
09/06/18,1205.15
09/07/18,1198.9
09/10/18,1196.6
09/11/18,1189.85
09/12/18,1195.6
09/13/18,1209.8
09/14/18,1201.95
09/17/18,1201.9
09/18/18,1200.2
09/19/18,1203.3
09/20/18,1208.35
09/21/18,1198.7
09/24/18,1202.75
09/25/18,1201.9
09/26/18,1194.25
09/27/18,1185.4
09/28/18,1187.25
10/01/18,1189.35
10/02/18,1204.7
10/03/18,1201.2
10/04/18,1203.45
10/05/18,1203.8
10/08/18,1186.95
10/09/18,1185.55
10/10/18,1188.6
10/11/18,1205.55
10/12/18,1219.75
10/15/18,1229.95
10/16/18,1230.7
10/17/18,1229.05
10/18/18,1223
10/19/18,1227.85
10/22/18,1222.3
10/23/18,1235.95
10/24/18,1230.55
10/25/18,1230.8
10/26/18,1233.85
10/29/18,1230.8
10/30/18,1225.4
10/31/18,1214.95
11/01/18,1231.15
11/02/18,1232.1
11/05/18,1232.25
11/06/18,1231.6
11/07/18,1229.95
11/08/18,1224.15
11/09/18,1211.4
11/12/18,1205.55
11/13/18,1202.1
11/14/18,1203.25
11/15/18,1211.85
11/16/18,1222.4
11/19/18,1221.6
11/20/18,1223
11/21/18,1226.1
11/22/18,1227.05
11/23/18,1223.65
11/26/18,1223.4
11/27/18,1221.2
11/28/18,1213.25
11/29/18,1226.25
11/30/18,1217.55
12/03/18,1230.3
12/04/18,1240.3
12/05/18,1235.9
12/06/18,1242.55
12/07/18,1243.3
12/10/18,1245.35
12/11/18,1245.3
12/12/18,1245.75
12/13/18,1242.75
12/14/18,1235.35
12/17/18,1241.65
12/18/18,1246.3
12/19/18,1255
12/20/18,1259.75
12/21/18,1258.15
12/24/18,NaN
12/27/18,1268
12/28/18,1279
12/31/18,NaN
01/02/19,1282.9
01/03/19,1290.45
01/04/19,1279.9
01/07/19,1292.2
01/08/19,1286.45
01/09/19,1288.6
01/10/19,1291.9
01/11/19,1288.95
01/14/19,1292.75
01/15/19,1294.4
01/16/19,1292.3
01/17/19,1290.7
01/18/19,1284.2
01/21/19,1279.55
01/22/19,1282.1
01/23/19,1279.8
01/24/19,1283.7
01/25/19,1293.9
01/28/19,1302.15
01/29/19,1307.55
01/30/19,1310.7
01/31/19,1323.25
02/01/19,1318.7
02/04/19,1312.15
02/05/19,1314.2
02/06/19,1312.4
02/07/19,1310
02/08/19,1314.85
02/11/19,1306.4
02/12/19,1310
02/13/19,1312.8
02/14/19,1311.45
02/15/19,1316.55
02/18/19,1325.5
02/19/19,1334.15
02/20/19,1343.75
02/21/19,1331.25
02/22/19,1329.05
02/25/19,1331.05
02/26/19,1325.05
02/27/19,1322.85
02/28/19,1319.15
03/01/19,1311.95
03/04/19,1285.4
03/05/19,1283.8
03/06/19,1285.85
03/07/19,1285.3
03/08/19,1296.75
03/11/19,1292.75
03/12/19,1297.05
03/13/19,1306.95
03/14/19,1295.55
03/15/19,1303.5
03/18/19,1305.6
03/19/19,1307.7
03/20/19,1303.7
03/21/19,1309.6
03/22/19,1311.3
03/25/19,1319.55
03/26/19,1316.3
03/27/19,1309.7
03/28/19,1295.15
03/29/19,1295.4
04/01/19,1293.5
04/02/19,1290.3
04/03/19,1290.45
04/04/19,1283.15
04/05/19,1288.45
04/08/19,1300
04/09/19,1303
04/10/19,1305.45
04/11/19,1298.8
04/12/19,1294.3
04/15/19,1285.65
04/16/19,1276.35
04/17/19,1275.85
04/18/19,1275.7
04/23/19,1269.5
04/24/19,1271.65
04/25/19,1280.8
04/26/19,1284.2
04/29/19,1279.5
04/30/19,1282.3
05/01/19,1283.8
05/02/19,1270.95
05/03/19,1278.55
05/07/19,1281.2
05/08/19,1285.2
05/09/19,1286.1
05/10/19,1287.1
05/13/19,1295.6
05/14/19,1298.4
05/15/19,1299.1
05/16/19,1291.7
05/17/19,1280.8
05/20/19,1276.85
05/21/19,1271.15
05/22/19,1273.8
05/23/19,1283.65
05/24/19,1282.5
05/28/19,1278.3
05/29/19,1281.65
05/30/19,1280.95
05/31/19,1295.55
06/03/19,1317.1
06/04/19,1324.25
06/05/19,1335.05
06/06/19,1335.5
06/07/19,1340.65
06/10/19,1328.6
06/11/19,1324.3
06/12/19,1332.35
06/13/19,1335.9
06/14/19,1351.25
06/17/19,1341.3
06/18/19,1341.35
06/19/19,1344.05
06/20/19,1379.5
06/21/19,1397.15
06/24/19,1405.7
06/25/19,1431.4
06/26/19,1403.95
06/27/19,1402.5
06/28/19,1409
07/01/19,1390.1
07/02/19,1391.05
07/03/19,1413.5
07/04/19,1414.9
07/05/19,1388.65
07/08/19,1400.1
07/09/19,1391.55
07/10/19,1408.3
07/11/19,1413.75
07/12/19,1407.6
07/15/19,1412.4
07/16/19,1409.85
07/17/19,1410.35
07/18/19,1417.45
07/19/19,1439.7
07/22/19,1427.75
07/23/19,1425.55
07/24/19,1426.95
07/25/19,1416.1
07/26/19,1420.4
07/29/19,1419.05
07/30/19,1425.9
07/31/19,1427.55
08/01/19,1406.8
08/02/19,1441.75
08/05/19,1465.25
08/06/19,1465.25
08/07/19,1506.05
08/08/19,1495.75
08/09/19,1497.7
08/12/19,1504.7
08/13/19,1498.4
08/14/19,1513.25
08/15/19,1515.65
08/16/19,1515.25
08/19/19,1496.6
08/20/19,1504.55
08/21/19,1503.25
08/22/19,1502.05
08/23/19,1503.8
08/27/19,1532.95
08/28/19,1537.15
08/29/19,1540.2
08/30/19,1528.4
09/02/19,1525.95
09/03/19,1537.85
09/04/19,1546.1
09/05/19,1529.1
09/06/19,1523.7
09/09/19,1509.2
09/10/19,1498.25
09/11/19,1490.65
09/12/19,1515.2
09/13/19,1503.1
09/16/19,1497.2
09/17/19,1502.1
09/18/19,1503.5
09/19/19,1500.7
09/20/19,1501.9
09/23/19,1522.1
09/24/19,1520.65
09/25/19,1528.75
09/26/19,1506.4
09/27/19,1489.9
09/30/19,1485.3
10/01/19,1473.45
10/02/19,1492.6
10/03/19,1517.1
10/04/19,1499.15
10/07/19,1501.25
10/08/19,1505.85
10/09/19,1507.25
10/10/19,1494.8
10/11/19,1479.15
10/14/19,1490.6
10/15/19,1487.8
10/16/19,1485.1
10/17/19,1492.65
10/18/19,1490
10/21/19,1491.65
10/22/19,1485.35
10/23/19,1494.45
10/24/19,1496.55
10/25/19,1513.45
10/28/19,1492.4
10/29/19,1486.75
10/30/19,1492.1
10/31/19,1510.95
11/01/19,1508.8
11/04/19,1509.45
11/05/19,1488.95
11/06/19,1486.05
11/07/19,1484.25
11/08/19,1464.15
11/11/19,1458.7
11/12/19,1452.05
11/13/19,1462.9
11/14/19,1466.65
11/15/19,1466.9
11/18/19,1467.65
11/19/19,1468.45
11/20/19,1471.7
11/21/19,1467.05
11/22/19,1464.45
11/25/19,1458.4
11/26/19,1454.65
11/27/19,1454.35
11/28/19,1454.65
11/29/19,1460.15
12/02/19,1461.15
12/03/19,1477.3
12/04/19,1475.1
12/05/19,1475.95
12/06/19,1459.65
12/09/19,1461.7
12/10/19,1464.95
12/11/19,1466.8
12/12/19,1467.8
12/13/19,1466.6
12/16/19,1477.9
12/17/19,1475.8
12/18/19,1474.05
12/19/19,1476.7
12/20/19,1479
12/23/19,1482.1
12/24/19,NaN
12/27/19,1511.5
12/30/19,1514.75
12/31/19,NaN
01/02/20,1527.1
01/03/20,1548.75
01/06/20,1573.1
01/07/20,1567.85
01/08/20,1571.95
01/09/20,1550.75
01/10/20,1553.6
01/13/20,1549.9
01/14/20,1545.1
01/15/20,1549
01/16/20,1554.55
01/17/20,1557.6
01/20/20,1560.15
01/21/20,1551.3
01/22/20,1556.9
01/23/20,1562.9
01/24/20,1564.3
01/27/20,1580.1
01/28/20,1574
01/29/20,1573.45
01/30/20,1578.25
01/31/20,1584.2
02/03/20,1574.75
02/04/20,1558.35
02/05/20,1553.3
02/06/20,1563.3
02/07/20,1572.65
02/10/20,1573.2
02/11/20,1570.5
02/12/20,1563.7
02/13/20,1575.05
02/14/20,1581.4
02/17/20,1580.8
02/18/20,1589.85
02/19/20,1604.2
02/20/20,1619
02/21/20,1643.3
02/24/20,1671.65
02/25/20,1650.3
02/26/20,1634.9
02/27/20,1652
02/28/20,1609.85
03/02/20,1599.65
03/03/20,1615.5
03/04/20,1641.85
03/05/20,1659.6
03/06/20,1683.65
03/09/20,1672.5
03/10/20,1655.7
03/11/20,1653.75
03/12/20,1570.7
03/13/20,1562.8
03/16/20,1487.7
03/17/20,1536.2
03/18/20,1498.2
03/19/20,1474.25
03/20/20,1494.4
03/23/20,1525.4
03/24/20,1605.75
03/25/20,1605.45
03/26/20,1634.8
03/27/20,1617.3
03/30/20,1618.3
03/31/20,1608.95
04/01/20,1576.55
04/02/20,1616.8
04/03/20,1613.1
04/06/20,1648.3
04/07/20,1649.25
04/08/20,1647.8
04/09/20,1680.65
04/14/20,1741.9
04/15/20,1718.65
04/16/20,1729.5
04/17/20,1692.55
04/20/20,1686.2
04/21/20,1682.05
04/22/20,1710.55
04/23/20,1736.25
04/24/20,1715.9
04/27/20,1714.95
04/28/20,1691.55
04/29/20,1703.35
04/30/20,1702.75
05/01/20,1686.25
05/04/20,1709.1
05/05/20,1699.55
05/06/20,1691.5
05/07/20,1704.05
05/11/20,1702.75
05/12/20,1702.4
05/13/20,1708.4
05/14/20,1731.6
05/15/20,1735.35
05/18/20,1734.7
05/19/20,1737.95
05/20/20,1748.3
05/21/20,1724.9
05/22/20,1733.55
05/26/20,1720.25
05/27/20,1694.6
05/28/20,1717.35
05/29/20,1728.7
06/01/20,1730.6
06/02/20,1742.15
06/03/20,1705.35
06/04/20,1700.05
06/05/20,1683.45
06/08/20,1690.35
06/09/20,1713.5
06/10/20,1722.05
06/11/20,1738.25
06/12/20,1733.5
06/15/20,1710.45
06/16/20,1719.85
06/17/20,1724.35
06/18/20,1719.5
06/19/20,1734.75
06/22/20,1761.85
06/23/20,1768.9
06/24/20,1766.05
06/25/20,1756.55
06/26/20,1747.6
06/29/20,1771.6
06/30/20,1768.1
07/01/20,1771.05
07/02/20,1777.45
07/03/20,1772.9
07/06/20,1787.9
07/07/20,1789.55
07/08/20,1811.1
07/09/20,1812.1
07/10/20,1803.1
07/13/20,1807.5
07/14/20,1801.9
07/15/20,1804.6
07/16/20,1807.7
07/17/20,1807.35
07/20/20,1815.65
07/21/20,1842.55
07/22/20,1852.4
07/23/20,1878.3
07/24/20,1902.1
07/27/20,1936.65
07/28/20,1940.9
07/29/20,1950.9
07/30/20,1957.65
07/31/20,1964.9
08/03/20,1958.55
08/04/20,1977.9
08/05/20,2048.15
08/06/20,2067.15
08/07/20,2031.15
08/10/20,2044.5
08/11/20,1939.65
08/12/20,1931.9
08/13/20,1944.25
08/14/20,1944.75
08/17/20,1972.85
08/18/20,2008.75
08/19/20,1981
08/20/20,1927.15
08/21/20,1924.35
08/24/20,1943.95
08/25/20,1911.15
08/26/20,1932.95
08/27/20,1923.85
08/28/20,1957.35
09/01/20,1972.35
09/02/20,1947.05
09/03/20,1940.45
09/04/20,1926.3
09/07/20,1928.45
09/08/20,1910.95
09/09/20,1947.2
09/10/20,1966.25
09/11/20,1947.4
09/14/20,1958.7
09/15/20,1949.35
09/16/20,1961.8
09/17/20,1936.25
09/18/20,1950.85
09/21/20,1909.35
09/22/20,1906
09/23/20,1873.4
09/24/20,1861.75
09/25/20,1859.7
09/28/20,1864.3
09/29/20,1883.95
09/30/20,1886.9
10/01/20,1902
10/02/20,1903.05
10/05/20,1909.6
10/06/20,1913.4
10/07/20,1884.5
10/08/20,1887.45
10/09/20,1923.25
10/12/20,1925.5
10/13/20,1891.3
10/14/20,1910.05
10/15/20,1891.9
10/16/20,1905.05
10/19/20,1905.6
10/20/20,1898.4
10/21/20,1924.15
10/22/20,1900.95
10/23/20,1903.65
10/26/20,1898.45
10/27/20,1905.7
10/28/20,1869.95
10/29/20,1870.3
10/30/20,1881.85
11/02/20,1889.9
11/03/20,1908.3
11/04/20,1900.15
11/05/20,1938.45
11/06/20,1940.8
11/09/20,1867.3
11/10/20,1878.7
11/11/20,1860.95
11/12/20,1874.85
11/13/20,1890.9
11/16/20,1885.6
11/17/20,1889.05
11/18/20,1876.1
11/19/20,1857.35
11/20/20,1875.7
11/23/20,1840.2
11/24/20,1799.6
11/25/20,1810.2
11/26/20,1807.4
11/27/20,1779.3
11/30/20,1762.55
12/01/20,1810.75
12/02/20,1822.6
12/03/20,1832.35
12/04/20,1843
12/07/20,1859.95
12/08/20,1868.15
12/09/20,1841.75
12/10/20,1844.35
12/11/20,1842
12/14/20,1831.15
12/15/20,1850.65
12/16/20,1851.95
12/17/20,1890.75
12/18/20,1879.75
12/21/20,1880
12/22/20,1877.1
12/23/20,1875
12/24/20,NaN
12/29/20,1874.3
12/30/20,1887.6
12/31/20,NaN
01/04/21,1943.2
01/05/21,1940.35
01/06/21,1931.95
01/07/21,1920.1
01/08/21,1862.9
01/11/21,1847.25
01/12/21,1841.25
01/13/21,1858.85
01/14/21,1841.75
01/15/21,1839
01/18/21,1833.05
01/19/21,1834.7
01/20/21,1856.6
01/21/21,1862.1
01/22/21,1852.7
01/25/21,1856.85
01/26/21,1856.6
01/27/21,1843
01/28/21,1853.7
01/29/21,1863.8
02/01/21,1862.95
02/02/21,1833.1
02/03/21,1835.45
02/04/21,1785.9
02/05/21,1802.95
02/08/21,1835.25
02/09/21,1839.6
02/10/21,1842.65
02/11/21,1840.1
02/12/21,1816.35
02/15/21,1817.3
02/16/21,1794.25
02/17/21,1780.7
02/18/21,1773.15
02/19/21,1786.2
02/22/21,1807.45
02/23/21,1799.65
02/24/21,1788
02/25/21,1779.65
02/26/21,1742.85
03/01/21,1734.15
03/02/21,1723.85
03/03/21,1711.4
03/04/21,1712.1
03/05/21,1696.25
03/08/21,1687.05
03/09/21,1716.9
03/10/21,1716.2
03/11/21,1724.25
03/12/21,1704.8
03/15/21,1723.65
03/16/21,1735
03/17/21,1729.65
03/18/21,1725.9
03/19/21,1735.2
03/22/21,1736.15
03/23/21,1726.2
03/24/21,1730.5
03/25/21,1737.3
03/26/21,1731.8
03/29/21,1705.95
03/30/21,1683.95
03/31/21,1691.05
04/01/21,1726.05
04/06/21,1744.65
04/07/21,1738.05
04/08/21,1755.5
04/09/21,1741.2
04/12/21,1732.85
04/13/21,1747.95
04/14/21,1735.55
04/15/21,1757.2
04/16/21,1774.45
04/19/21,1774.5
04/20/21,1777.85
04/21/21,1798.2
04/22/21,1787.75
04/23/21,1781.8
04/26/21,1773.35
04/27/21,1784.15
04/28/21,1772.2
04/29/21,1762.65
04/30/21,1767.65
05/04/21,1797.75
05/05/21,1782.25
05/06/21,1813.15
05/07/21,1836.55
05/10/21,1840.45
05/11/21,1829.1
05/12/21,1830.7
05/13/21,1821.8
05/14/21,1838.1
05/17/21,1853.7
05/18/21,1866.75
05/19/21,1888.45
05/20/21,1878.3
05/21/21,1875.9
05/24/21,1880.15
05/25/21,1887
05/26/21,1899.75
05/27/21,1891.45
05/28/21,1899.95
06/01/21,1899.35
06/02/21,1902.75
06/03/21,1866.55
06/04/21,1890.6
06/07/21,1888.4
06/08/21,1893.15
06/09/21,1894.6
06/10/21,1888.65
06/11/21,1881.05
06/14/21,1865.6
06/15/21,1865.1
06/16/21,1860.75
06/17/21,1778.7
06/18/21,1773.1
06/21/21,1775.05
06/22/21,1775.05
06/23/21,1791.6
06/24/21,1784.85
06/25/21,1786.65
06/28/21,1780.3
06/29/21,1755.45
06/30/21,1763.15
07/01/21,1781.5
07/02/21,1786.15
07/05/21,1791.35
07/06/21,1809.85
07/07/21,1804.65
07/08/21,1807.7
07/09/21,1806
07/12/21,1792.4
07/13/21,1813.85
07/14/21,1823.2
07/15/21,1823.75
07/16/21,1824.3
07/19/21,1814.9
07/20/21,1823.05
07/21/21,1802.15
07/22/21,1799.45
07/23/21,1799.6
07/26/21,1800.2
07/27/21,1800.35
07/28/21,1796.6
07/29/21,1829.3
07/30/21,1825.75
08/02/21,1811.45
08/03/21,1812.65
08/04/21,1829.1
08/05/21,1800.75
08/06/21,1762.9
08/09/21,1738.85
08/10/21,1723.35
08/11/21,1743.6
08/12/21,1747.4
08/13/21,1773.85
08/16/21,1786.35
08/17/21,1789.45
08/18/21,1783.45
08/19/21,1782.05
08/20/21,1779.05
08/23/21,1802
08/24/21,1808.45
08/25/21,1788.7
08/26/21,1786.6
08/27/21,1798.5
08/31/21,1814.85
09/01/21,1811.8
09/02/21,1812.55
09/03/21,1823.7
09/06/21,1821.6
09/07/21,1802.15
09/08/21,1786
09/09/21,1788.25
09/10/21,1794.6
